Tag,Keyword,Attribute name,VR,Field name of a table,Type,Size if settings
300A0716,MachineSpecificTreatmentTerminationCodeSequence,Machine-Specific Treatment Termination Code Sequence,SQ,machine_specific_treatment_termination_code_sequence,String,128
300A0722,RTRadiationSalvageRecordControlPointSequence,RT Radiation Salvage Record Control Point Sequence,SQ,rt_radiation_salvage_record_control_point_sequence,String,128
300A0723,StartingMetersetValueKnownFlag,Starting Meterset Value Known Flag,CS,starting_meterset_value_known_flag,String,128
300A0730,TreatmentTerminationDescription,Treatment Termination Description,ST,treatment_termination_description,Text
300A0731,TreatmentToleranceViolationSequence,Treatment Tolerance Violation Sequence,SQ,treatment_tolerance_violation_sequence,String,128
300A0732,TreatmentToleranceViolationCategory,Treatment Tolerance Violation Category,CS,treatment_tolerance_violation_category,String,128
300A0733,TreatmentToleranceViolationAttributeSequence,Treatment Tolerance Violation Attribute Sequence,SQ,treatment_tolerance_violation_attribute_sequence,String,128
300A0734,TreatmentToleranceViolationDescription,Treatment Tolerance Violation Description,ST,treatment_tolerance_violation_description,Text
300A0735,TreatmentToleranceViolationIdentification,Treatment Tolerance Violation Identification,ST,treatment_tolerance_violation_identification,Text
300A0736,TreatmentToleranceViolationDateTime,Treatment Tolerance Violation DateTime,DT,treatment_tolerance_violation_datetime,String,208
300A073A,RecordedRTControlPointDateTime,Recorded RT Control Point DateTime,DT,recorded_rt_control_point_datetime,String,208
300A073B,ReferencedRadiationRTControlPointIndex,Referenced Radiation RT Control Point Index,US,referenced_radiation_rt_control_point_index,String,16
300A073E,AlternateValueSequence,Alternate Value Sequence,SQ,alternate_value_sequence,String,128
300A073F,ConfirmationSequence,Confirmation Sequence,SQ,confirmation_sequence,String,128
300A0740,InterlockSequence,Interlock Sequence,SQ,interlock_sequence,String,128
300A0741,InterlockDateTime,Interlock DateTime,DT,interlock_datetime,String,208
300A0742,InterlockDescription,Interlock Description,ST,interlock_description,Text
300A0743,InterlockOriginatingDeviceSequence,Interlock Originating Device Sequence,SQ,interlock_originating_device_sequence,String,128
300A0744,InterlockCodeSequence,Interlock Code Sequence,SQ,interlock_code_sequence,String,128
300A0745,InterlockResolutionCodeSequence,Interlock Resolution Code Sequence,SQ,interlock_resolution_code_sequence,String,128
300A0746,InterlockResolutionUserSequence,Interlock Resolution User Sequence,SQ,interlock_resolution_user_sequence,String,128
300A0760,OverrideDateTime,Override DateTime,DT,override_datetime,String,208
300A0761,TreatmentToleranceViolationTypeCodeSequence,Treatment Tolerance Violation Type Code Sequence,SQ,treatment_tolerance_violation_type_code_sequence,String,128
300A0762,TreatmentToleranceViolationCauseCodeSequence,Treatment Tolerance Violation Cause Code Sequence,SQ,treatment_tolerance_violation_cause_code_sequence,String,128
300A0772,MeasuredMetersetToDoseMappingSequence,Measured Meterset to Dose Mapping Sequence,SQ,measured_meterset_to_dose_mapping_sequence,String,128
300A0773,ReferencedExpectedInVivoMeasurementValueIndex,Referenced Expected In-Vivo Measurement Value Index,US,referenced_expected_in_vivo_measurement_value_index,String,16
300A0774,DoseMeasurementDeviceCodeSequence,Dose Measurement Device Code Sequence,SQ,dose_measurement_device_code_sequence,String,128
300A0780,AdditionalParameterRecordingInstanceSequence,Additional Parameter Recording Instance Sequence,SQ,additional_parameter_recording_instance_sequence,String,128
300A0783,InterlockOriginDescription,Interlock Origin Description,ST,interlock_origin_description,Text
300C0002,ReferencedRTPlanSequence,Referenced RT Plan Sequence,SQ,referenced_rt_plan_sequence,String,128
300C0004,ReferencedBeamSequence,Referenced Beam Sequence,SQ,referenced_beam_sequence,String,128
300C0006,ReferencedBeamNumber,Referenced Beam Number,IS,referenced_beam_number,String,96
300C0007,ReferencedReferenceImageNumber,Referenced Reference Image Number,IS,referenced_reference_image_number,String,96
300C0008,StartCumulativeMetersetWeight,Start Cumulative Meterset Weight,DS,start_cumulative_meterset_weight,String,128
300C0009,EndCumulativeMetersetWeight,End Cumulative Meterset Weight,DS,end_cumulative_meterset_weight,String,128
300C000A,ReferencedBrachyApplicationSetupSequence,Referenced Brachy Application Setup Sequence,SQ,referenced_brachy_application_setup_sequence,String,128
300C000C,ReferencedBrachyApplicationSetupNumber,Referenced Brachy Application Setup Number,IS,referenced_brachy_application_setup_number,String,96
300C000E,ReferencedSourceNumber,Referenced Source Number,IS,referenced_source_number,String,96
300C0020,ReferencedFractionGroupSequence,Referenced Fraction Group Sequence,SQ,referenced_fraction_group_sequence,String,128
300C0022,ReferencedFractionGroupNumber,Referenced Fraction Group Number,IS,referenced_fraction_group_number,String,96
300C0040,ReferencedVerificationImageSequence,Referenced Verification Image Sequence,SQ,referenced_verification_image_sequence,String,128
300C0042,ReferencedReferenceImageSequence,Referenced Reference Image Sequence,SQ,referenced_reference_image_sequence,String,128
300C0050,ReferencedDoseReferenceSequence,Referenced Dose Reference Sequence,SQ,referenced_dose_reference_sequence,String,128
300C0051,ReferencedDoseReferenceNumber,Referenced Dose Reference Number,IS,referenced_dose_reference_number,String,96
300C0055,BrachyReferencedDoseReferenceSequence,Brachy Referenced Dose Reference Sequence,SQ,brachy_referenced_dose_reference_sequence,String,128
300C0060,ReferencedStructureSetSequence,Referenced Structure Set Sequence,SQ,referenced_structure_set_sequence,String,128
300C006A,ReferencedPatientSetupNumber,Referenced Patient Setup Number,IS,referenced_patient_setup_number,String,96
300C0080,ReferencedDoseSequence,Referenced Dose Sequence,SQ,referenced_dose_sequence,String,128
300C00A0,ReferencedToleranceTableNumber,Referenced Tolerance Table Number,IS,referenced_tolerance_table_number,String,96
300C00B0,ReferencedBolusSequence,Referenced Bolus Sequence,SQ,referenced_bolus_sequence,String,128
300C00C0,ReferencedWedgeNumber,Referenced Wedge Number,IS,referenced_wedge_number,String,96
300C00D0,ReferencedCompensatorNumber,Referenced Compensator Number,IS,referenced_compensator_number,String,96
300C00E0,ReferencedBlockNumber,Referenced Block Number,IS,referenced_block_number,String,96
300C00F0,ReferencedControlPointIndex,Referenced Control Point Index,IS,referenced_control_point_index,String,96
300C00F2,ReferencedControlPointSequence,Referenced Control Point Sequence,SQ,referenced_control_point_sequence,String,128
300C00F4,ReferencedStartControlPointIndex,Referenced Start Control Point Index,IS,referenced_start_control_point_index,String,96
300C00F6,ReferencedStopControlPointIndex,Referenced Stop Control Point Index,IS,referenced_stop_control_point_index,String,96
300C0100,ReferencedRangeShifterNumber,Referenced Range Shifter Number,IS,referenced_range_shifter_number,String,96
300C0102,ReferencedLateralSpreadingDeviceNumber,Referenced Lateral Spreading Device Number,IS,referenced_lateral_spreading_device_number,String,96
300C0104,ReferencedRangeModulatorNumber,Referenced Range Modulator Number,IS,referenced_range_modulator_number,String,96
300C0111,OmittedBeamTaskSequence,Omitted Beam Task Sequence,SQ,omitted_beam_task_sequence,String,128
300C0112,ReasonForOmission,Reason for Omission,CS,reason_for_omission,String,128
300C0113,ReasonForOmissionDescription,Reason for Omission Description,LO,reason_for_omission_description,String,512
300E0002,ApprovalStatus,Approval Status,CS,approval_status,String,128
300E0004,ReviewDate,Review Date,DA,review_date,String,64
300E0005,ReviewTime,Review Time,TM,review_time,String,128
300E0008,ReviewerName,Reviewer Name,PN,reviewer_name,String,512
30100001,RadiobiologicalDoseEffectSequence,Radiobiological Dose Effect Sequence,SQ,radiobiological_dose_effect_sequence,String,128
30100002,RadiobiologicalDoseEffectFlag,Radiobiological Dose Effect Flag,CS,radiobiological_dose_effect_flag,String,128
30100003,EffectiveDoseCalculationMethodCategoryCodeSequence,Effective Dose Calculation Method Category Code Sequence,SQ,effective_dose_calculation_method_category_code_sequence,String,128
30100004,EffectiveDoseCalculationMethodCodeSequence,Effective Dose Calculation Method Code Sequence,SQ,effective_dose_calculation_method_code_sequence,String,128
30100005,EffectiveDoseCalculationMethodDescription,Effective Dose Calculation Method Description,LO,effective_dose_calculation_method_description,String,512
30100006,ConceptualVolumeUID,Conceptual Volume UID,UI,conceptual_volume_uid,String,512
30100007,OriginatingSOPInstanceReferenceSequence,Originating SOP Instance Reference Sequence,SQ,originating_sop_instance_reference_sequence,String,128
30100008,ConceptualVolumeConstituentSequence,Conceptual Volume Constituent Sequence,SQ,conceptual_volume_constituent_sequence,String,128
30100009,EquivalentConceptualVolumeInstanceReferenceSequence,Equivalent Conceptual Volume Instance Reference Sequence,SQ,equivalent_conceptual_volume_instance_reference_sequence,String,128
3010000A,EquivalentConceptualVolumesSequence,Equivalent Conceptual Volumes Sequence,SQ,equivalent_conceptual_volumes_sequence,String,128
3010000B,ReferencedConceptualVolumeUID,Referenced Conceptual Volume UID,UI,referenced_conceptual_volume_uid,String,512
3010000C,ConceptualVolumeCombinationExpression,Conceptual Volume Combination Expression,UT,conceptual_volume_combination_expression,Text
3010000D,ConceptualVolumeConstituentIndex,Conceptual Volume Constituent Index,US,conceptual_volume_constituent_index,String,16
3010000E,ConceptualVolumeCombinationFlag,Conceptual Volume Combination Flag,CS,conceptual_volume_combination_flag,String,128
3010000F,ConceptualVolumeCombinationDescription,Conceptual Volume Combination Description,ST,conceptual_volume_combination_description,Text
30100010,ConceptualVolumeSegmentationDefinedFlag,Conceptual Volume Segmentation Defined Flag,CS,conceptual_volume_segmentation_defined_flag,String,128
30100011,ConceptualVolumeSegmentationReferenceSequence,Conceptual Volume Segmentation Reference Sequence,SQ,conceptual_volume_segmentation_reference_sequence,String,128
30100012,ConceptualVolumeConstituentSegmentationReferenceSequence,Conceptual Volume Constituent Segmentation Reference Sequence,SQ,conceptual_volume_constituent_segmentation_reference_sequence,String,128
30100013,ConstituentConceptualVolumeUID,Constituent Conceptual Volume UID,UI,constituent_conceptual_volume_uid,String,512
30100014,DerivationConceptualVolumeSequence,Derivation Conceptual Volume Sequence,SQ,derivation_conceptual_volume_sequence,String,128
30100015,SourceConceptualVolumeUID,Source Conceptual Volume UID,UI,source_conceptual_volume_uid,String,512
30100016,ConceptualVolumeDerivationAlgorithmSequence,Conceptual Volume Derivation Algorithm Sequence,SQ,conceptual_volume_derivation_algorithm_sequence,String,128
30100017,ConceptualVolumeDescription,Conceptual Volume Description,ST,conceptual_volume_description,Text
30100018,SourceConceptualVolumeSequence,Source Conceptual Volume Sequence,SQ,source_conceptual_volume_sequence,String,128
30100019,AuthorIdentificationSequence,Author Identification Sequence,SQ,author_identification_sequence,String,128
3010001A,ManufacturerModelVersion,Manufacturer's Model Version,LO,manufacturer_s_model_version,String,512
3010001B,DeviceAlternateIdentifier,Device Alternate Identifier,UC,device_alternate_identifier,String,64
3010001C,DeviceAlternateIdentifierType,Device Alternate Identifier Type,CS,device_alternate_identifier_type,String,128
3010001D,DeviceAlternateIdentifierFormat,Device Alternate Identifier Format,LT,device_alternate_identifier_format,Text
3010001E,SegmentationCreationTemplateLabel,Segmentation Creation Template Label,LO,segmentation_creation_template_label,String,512
3010001F,SegmentationTemplateUID,Segmentation Template UID,UI,segmentation_template_uid,String,512
30100020,ReferencedSegmentReferenceIndex,Referenced Segment Reference Index,US,referenced_segment_reference_index,String,16
30100021,SegmentReferenceSequence,Segment Reference Sequence,SQ,segment_reference_sequence,String,128
30100022,SegmentReferenceIndex,Segment Reference Index,US,segment_reference_index,String,16
30100023,DirectSegmentReferenceSequence,Direct Segment Reference Sequence,SQ,direct_segment_reference_sequence,String,128
30100024,CombinationSegmentReferenceSequence,Combination Segment Reference Sequence,SQ,combination_segment_reference_sequence,String,128
30100025,ConceptualVolumeSequence,Conceptual Volume Sequence,SQ,conceptual_volume_sequence,String,128
30100026,SegmentedRTAccessoryDeviceSequence,Segmented RT Accessory Device Sequence,SQ,segmented_rt_accessory_device_sequence,String,128
30100027,SegmentCharacteristicsSequence,Segment Characteristics Sequence,SQ,segment_characteristics_sequence,String,128
30100028,RelatedSegmentCharacteristicsSequence,Related Segment Characteristics Sequence,SQ,related_segment_characteristics_sequence,String,128
30100029,SegmentCharacteristicsPrecedence,Segment Characteristics Precedence,US,segment_characteristics_precedence,String,16
3010002A,RTSegmentAnnotationSequence,RT Segment Annotation Sequence,SQ,rt_segment_annotation_sequence,String,128
3010002B,SegmentAnnotationCategoryCodeSequence,Segment Annotation Category Code Sequence,SQ,segment_annotation_category_code_sequence,String,128
3010002C,SegmentAnnotationTypeCodeSequence,Segment Annotation Type Code Sequence,SQ,segment_annotation_type_code_sequence,String,128
3010002D,DeviceLabel,Device Label,LO,device_label,String,512
3010002E,DeviceTypeCodeSequence,Device Type Code Sequence,SQ,device_type_code_sequence,String,128
3010002F,SegmentAnnotationTypeModifierCodeSequence,Segment Annotation Type Modifier Code Sequence,SQ,segment_annotation_type_modifier_code_sequence,String,128
30100030,PatientEquipmentRelationshipCodeSequence,Patient Equipment Relationship Code Sequence,SQ,patient_equipment_relationship_code_sequence,String,128
30100031,ReferencedFiducialsUID,Referenced Fiducials UID,UI,referenced_fiducials_uid,String,512
30100032,PatientTreatmentOrientationSequence,Patient Treatment Orientation Sequence,SQ,patient_treatment_orientation_sequence,String,128
30100033,UserContentLabel,User Content Label,SH,user_content_label,String,128
30100034,UserContentLongLabel,User Content Long Label,LO,user_content_long_label,String,512
30100035,EntityLabel,Entity Label,SH,entity_label,String,128
30100036,EntityName,Entity Name,LO,entity_name,String,512
30100037,EntityDescription,Entity Description,ST,entity_description,Text
30100038,EntityLongLabel,Entity Long Label,LO,entity_long_label,String,512
30100039,DeviceIndex,Device Index,US,device_index,String,16
3010003A,RTTreatmentPhaseIndex,RT Treatment Phase Index,US,rt_treatment_phase_index,String,16
3010003B,RTTreatmentPhaseUID,RT Treatment Phase UID,UI,rt_treatment_phase_uid,String,512
3010003C,RTPrescriptionIndex,RT Prescription Index,US,rt_prescription_index,String,16
3010003D,RTSegmentAnnotationIndex,RT Segment Annotation Index,US,rt_segment_annotation_index,String,16
3010003E,BasisRTTreatmentPhaseIndex,Basis RT Treatment Phase Index,US,basis_rt_treatment_phase_index,String,16
